label,post_content
general,"""Munchie 🌞\n\nAsk him where his fly mask is… 🤦🏽‍♀️🤣 He prefers it on the ground - not on his face of course."""
general,"""My sweet Spike 🕊️🌈💔\n\nSpike was surrendered last year with Gus by an elderly man who had onset of dementia. He was used as a cow horse before retiring about 4 years ago. He was a saint & the horse I trusted most out of all the rescues even though our time together was short.\n\nHe was 27 years old & thankfully never had to endure an auction, kill pen or the slaughter pipeline. While no necropsy was done - Spike appears to have passed from sudden cardiovascular death. He spent the entire day hanging out with us on Sunday & he was his bright, happy self. Monday he was gone. He had no struggle marks, no sweat marks even on his down side & he was still clean/groomed. \n\nFrom what I could see he was walking down the hill & collapsed. He kicked three times with his left hind & was gone. He had a cut on his rump, but I put a glove on & thoroughly checked it. I’m not sure where he got it, but it was superficial & did not appear related in any way. He lived an easy leisure life here, so I can’t say I noticed any clear symptoms of heart related issues such as exercise intolerance. He was able to just be a happy old man & go at his own pace like he deserved. \n\nOf course I have a million what if’s running through my head & it’s hard not having that clear cut diagnostic of what caused this... It makes me think of all the 1% of possible causes for sudden death that could affect more than just him. Spike was one of my favorite horses & I’m devastated. I cherished having him around, but I don’t have time to grieve this week. I wanted to cry yesterday, but I didn’t. Compartmentalizing so heavily takes its toll long term, but sadly it is needed in rescue. I have to focus on Flora, her surgery & getting her fundraiser done before Thursday."""
general,"""“everytime i lose someone new\nit isn’t just one loss\nit is every loss i’ve ever felt.\n~grief is cumulative.” - Whitney Hanson\n\nThank you everyone, my fellow rescuers, followers & friends for the condolences, kind messages & love. This community is a beautiful one 🫂 Loss is always hard. Losing a baby is especially devastating. Losing two babies… leaves you shattered. This year has been filled with so much loss, many being traumatic emergencies, & I’d be lying if I said it hasn’t taken its toll. \n\nI took the last week off social media to just be more present with the horses & cows. I will gradually get back to full capacity, but here’s a photo dump from the week with some of the rescues 🌈🕊️"""
general,"""Happy Thanksgiving Everyone! 🧡 All the horses are doing well & I’m planning to bring Moosette, Max, Gus & Blue home from the vet next week!\n\nThank you to everyone who donated towards this weeks hay for the horses in Austin. They go through roughly $1,000 of hay every 5-7 days! The winter grass is finally growing & coming through, so hopefully they’ll have the option to graze more in the coming weeks 🌾"""
general,"""Winter with longhorns sometimes feels like the Hunger Games - especially when carrying feed buckets. May the odds be ever in your favor 🤣 \n\n#cows #longhorn #ninathelonghorn #cattle"""
general,"""Cardi, Wobbles & Dakota ❤️\n\nThey’ve endured the worst of the worst, but they’ve definitely come full circle. They all have sanctuary here until their last days. This is what donations & your ongoing support does for horses like them. I think it’s easy to see how thankful they are 🥰 \n\nI know I have been less active & haven’t gotten to messages yet, but I hope in this video you are able to see how even after a huge move, change & uprooting a few months ago - they feel & know they are safe & loved. Their safety isn’t found in a location or place - it’s in their herd & their family just like people & dogs. \n\n#Thankful #Rescue #Horses"""
general,"""We need help & donations. Only a handful of people have stepped up for OptiMoose’s emergency & we haven’t even got to hay, farrier or Blue, Gus & the other’s vetting. I can’t go to auction every month & fundraise/take new animals in with caring for so many special needs/hospice cases we have here.\n\nSaving animals from auction is needed - most of these are auction saves, but a lot of them need soft landings. Please remember to support smaller sanctuaries because it’s getting harder & harder for us. Blue’s vet bill is around $3,500. If he were at auction next weekend the money would get raised, but since he’s in a sanctuary it doesn’t get much attention. Horse rescue has so many different working parts. It’s not just auction. It’s local, its owner surrenders, its sanctuary, its legislature. It’s not just auction. It is no secret that auction is the easiest way to raise funding. Saving new lives is wonderful, but we have to stay committed to the lives already saved right? I only say this so awareness can be raised for rescues that don’t attend auction monthly b/c our ability to keep up continues to get harder.\n\n#horses #animalrescue #animals"""
general,"""Shop your world. Discover deals on the things you love in the Klarna app"""
general,"""Get what you love. Choose how you pay. That’s the Klarna way"""
general,"""Welcome to shopping 2.0. Choose a smarter way to shop and pay"""
general,"""Skillful shopper 🤝 smart shopping app"""
general,"""Smart things come in pink packages💝"""
general,"""Enter your smarter shopping era"""
general,"""Know exactly what you want? Tag your Valentine under this post and tell them. They don’t have to wonder—and you get a gift you love. Win win!"""
general,"""Who doesn’t like a sweet deal?🍦Get the app to save big"""
general,"""Search, compare and pay for your favorites, all in one app"""
general,"""Smart shoppers know to pick pink at checkout🩷"""
general,"""Smart shopping is just a tap away"""
general,"""Shop your way! Get what you love and choose how you pay with Klarna"""
general,"""Klarna your day with everyday smarter spending"""
general,"""This Earth Week, dive into trend-resistant items that don’t go out of style—loved by shoppers like you💚\n\n🔗Head over to the link in our bio to discover our top untrendy items"""
general,"""Love it? Klarna it!\nGet the app and shop all your favorites"""
general,"""We compare prices, so you don’t have to.\nGet the app and start saving"""
general,"""The things you love, for less.\nSearch, compare and shop, all in one smart app"""
general,"""Shop smart. Tap the app.\n\nGet the app now and bring Klarna everywhere you go"""
general,"""O’Deal? O’Yes! Shop smart, shop like Shaq in the Klarna app."""
general,"""It’s payback time! Score cashback when you shop in the Klarna app."""
general,"""Hey US & UK, Klarna is now on Apple Pay!"""
general,"""Shop the difference.\n\nSnag a deal on what you love in the Klarna app."""
general,"""The Klarna way. \nShop what you want, when you want, and how you want."""
general,"""Checkout champion. \nFind us at checkout."""
general,"""Black Friday alert! Favorites for less, in the Klarna app."""
general,"""Hey US, UK & CA, get holiday ready with Klarna on Apple Pay."""
general,"""Wish granted! Compare prices and find all the gifts you need this holiday in the Klarna app."""
general,"""“I admired my daughter’s freckles and rejoiced in the arrival of the warm season.” #ShotoniPhone by Julia Z. @the_sun.rise_again"""
general,"""Commissioned by Apple. Flex your nails with Ultra Wide on #iPhone15Pro. 💅 \n“iPhone’s Ultra Wide lens expanded my playing field in discovering unique angles to create ultra-striking images of the iconic nail art.” #ShotoniPhone by Hau Le @_hau.le_ and Phat Dang @tanphatdang with nails by QUINADA @quinadanailart"""
general,"""“I love traveling and taking minimal and natural photos of locals, traditional architecture, nature and details that you probably can’t see at a glance.” #ShotoniPhone by Petros K. @petros_kamin"""
general,"""“Watching the evolution of product design is both a source of pride and a joy.” #ShotoniPhone by Anna T. @annttttttttt"""
general,"""“I am drawn to movement in my photos, and there is no shortage of motion with horses. Whether it is drama, impatience, or just fun these images are anything but stagnant.” #ShotoniPhone by Morgan G. @itookitonmyiphone"""
general,"""“Food ingredients are some of the best art supplies available!” #ShotoniPhone by Ana S. @plant_romance"""
general,"""Commissioned by Apple. See how some of the craziest moments in ¡Suerte! were shot using the cinematic features of the iPhone 15 Pro for incredible low-light videos, stable shots, and striking visuals.\n\nThe film, starring musician @ivancornejoo, and directed by @cliquamundo, pays tribute to Mexican culture and is inspired by the traditional game of lotería.\n\n#ShotoniPhone #ShotoniPhone15Pro"""
general,"""“To create a theme of dreamy vibes, I filled water in vases and played around with it.” #ShotoniPhone by Ting Y. @chrystal_yang"""
general,"""Commissioned by Apple. While the world is focused on legendary athletes of today, we partnered with the legendary sports photographer Walter Iooss to celebrate the playful determination of the world’s young athletes of tomorrow.\n\n2036 Hopefuls #ShotoniPhone by Walter Iooss. @walteriooss\n\nMusic: ‘Greatness’ by @stpanther"""
general,"""“There is no particular style or process I have. I just walk and end up somewhere, almost intentionally trying to get lost and take photographs along the way.” #ShotoniPhone by Aibarys M. @sliced.pineapples"""
general,"""“Since I was a kid, I’ve had a special connection with the sea. My mother’s name is Janaina, meaning queen of the sea, and it encouraged me to get closer with my connection to the sea.” #ShotoniPhone by Wendy A. @_wendyandrade"""
general,"""“There are many intricate and beautiful details in basketball courts.” #ShotoniPhone by Nawaf A. @n.qa7"""
general,"""Commissioned by Apple. Meet our 2036 Hopefuls.\n\n“I always loved photographing kids. They are so free.” #ShotoniPhone by Walter Iooss @walteriooss"""
general,"""Commissioned by Apple. “As a beauty and fashion photographer, I love immersing myself in full bright bold saturated color. Unfortunately, while these colors usually look amazing on set, the vibrancy doesn’t translate in photos.\n\nShooting and displaying HDR on my iPhone 15 Pro retained and accentuated the color detail in the clothes, skin, makeup, and hair that made the whole image pop off the screen.”\n\n#ShotoniPhone15Pro by Sarah S. @sarahsilverofficial"""
general,"""“My process is one of curiosity. I love asking questions and understanding how things are done.” #ShotoniPhone by Abdullahi A. @alma.jiri"""
general,"""“Nature serves as more than just a backdrop; it’s a realm of profound emotional connection.” #ShotoniPhone by Olana L. @olanalight\n\nMusic: ‘Pasiphae’ by @febueder"""
general,"""“I always loved the stars while growing up.” #ShotoniPhone by Muhammed R. @therameees"""
general,"""“In my photography, the angle, the emotions and the light all come together in one moment.” #ShotoniPhone by Amirul H. @miqal.ys"""
general,"""“These images depict the strength of community spirit, the vibrance of free spiritedness and the celebration of black culture and heritage.” #ShotoniPhone by Kwame Acheampong O. @afrocheampong"""
general,"""Be unapologetically you #internationalwomensday"""
general,"""“My photo features the dramatic setting I found when walking along Tokyo’s geometric pier.” #ShotoniPhone by Hidekazu S. @shitagami"""
general,"""“Each summer homecoming intensified my need to capture the vibrant colors that were no longer part of my daily life.” #ShotoniPhone by Cecilia P. @tempo_bello"""
general,"""Commissioned by Apple. “An athlete is an athlete. We all train the same. We all sweat the same. We all want to win.” - Lucia M. Wheelchair sprinter.\n\nAthletes with and without disabilities compete together in our latest accessibility film, ‘The Relay.’ Watch the full film at link in bio.\n\n#ShotoniPhone by Sam W. @_sam_wright_photo"""
general,"""“I had been hiking at night with my head torch on and I came across this hut next to a frozen lake. I couldn’t believe my eyes - it was so magical.” #ShotoniPhone by Pippa H. @pippahello"""
general,"""“I like to leverage the natural shapes and forms of food to craft visually appealing images.” #ShotoniPhone by Celine R. @celineyrs"""
general,"""“I aspire for viewers to see the world from a fresh perspective. By exploring diverse angles, I encourage viewers to rediscover the beauty of familiar subjects presented in unexpected ways.”\n\n#ShotoniPhone by Rashid S. @rashid_bin__ #ApplePartner"""
general,"""In collaboration with Apple. Through iPhone’s Macro lens, the delicate dance of fire and glass comes alive, revealing the vibrant textures and colors of each creation. #ShotoniPhone in the Czech Republic by…\n\n1 + 4 + 5 + 6. Matts T. @matustoth_photographer\n\n2 + 3. Jakub F. @kubajszcom"""
general,"""“I had the idea to have my dogs look directly at all my viewers online from a special perspective.” #ShotoniPhone by Melina L. @punktekaya.kiwi"""
general,"""“On a rainy day, I was walking in the wet street of an old traditional bazaar when a play of carpet colors caught my attention. The rain made my eyes see the colors better than before.” #ShotoniPhone by Sajjad B. @saj.artt"""
general,"""“The coast offers a unique blend of stunning landscapes and vibrant daily life that always captivates me.” #ShotoniPhone by Daniel C. @ddanicaceres"""
general,"""“These three images share a common thread of quiet introspection and the passage of time. Each tells a story of resilience, impermanence, and the beauty found in the mundane.” #ShotoniPhone by Akhil A. @aakk_hhiil"""
general,"""“The entire process from start to finish varies greatly.” #ShotoniPhone by Ellard D. @ellard_devane\n\nMusic: ‘Angel Voices’ by @kevwoods17"""
general,"""“There is a special quality of light that hits Venice Beach every night.” #ShotoniPhone by David L. @dmklee"""
general,"""“My concepts are inspired by color and details in traditional costumes of Vietnamese women, combined with light to create mystery and enchantment.” #ShotoniPhone by Khanh P. @khanhphanphotography"""
general,"""\""Try to surprise yourself, not to impress others.\"" #ShotoniPhone by Erik S. @erik__schmitt\n\nMusic: 'Montra' by @kazpsycho100"""
general,"""Watch The Weeknd’s new music video for “Dancing In The Flames” now on YouTube, and listen to the single on Apple Music.\n\n#ShotoniPhone16Pro\n\niPhone 16 Pro available for pre-order now."""
general,"""“When there is a subject— in a portrait or even a landscape with a person in it— there’s an immediate sense of mystery. ”Who is he/she? Or who are they?”” #ShotoniPhone by João C. @joaocabaco"""
general,"""“I spent some time taking pictures on this street, its simplicity felt like a clear canvas to experiment a little.” #ShotoniPhone by Luis G. @cuandohablamos"""
general,"""“The mild evening light falling on the subjects gives life to these photographs.” #ShotoniPhone by Mayuri K. @mayurikataria_"""
general,"""“This peacock was doing cartwheels at Lake Daumesnil in Paris. It was majestic, its colors dazzling and the moment magical.” #ShotoniPhone by Geoffrey B. @geofficiel94"""
general,"""It’s not always easy to maintain my energy levels during my luteal phase but I push myself to show up & romanticize the mundane details of our day. Here’s a little glimpse of a slow day for us 🤍 \n\n• the most important part of my day is verbally expressing my gratitude for another morning and the people in my life 🙏🏽\n\n• my morning matcha + turmeric latte gives me the boost I need in the am.\n\n• magnesium glycinate + l-theanine help calm my nervous system (it may or may not work for you)\n\n• working out with my daughter is my favourite way to exercise— soooo many giggles lol.\n\n• sound + frequency healing to help balance my energy field.\n\n• my led light therapy mask from @currentbody is a new part of my skincare routine and I’m in love!! red light is known to enhance blood circulation, reduce inflammation, pain relief, increase the production of collagen and soooo much more.\n\n• my skincare routine is a luxurious part of my day where I centre myself and embrace my feminine energy — applying makeup some days is really fun too!\n\n• my daughter and I LOVE this board game! \n\n• I try to read at least one chapter a day to connect with my favourite hobby. I’m not always able to achieve my daily goal but its presence alone brings me joy! \n\n• it’s heartwarming to see my daughter fall in love with my favourite childhood films! Has anyone else watched ‘The Princess and the Goblin’?!\n\nWhat simple activity brings you the most joy? 😊"""
general,"""what’s your go-to?"""
general,"""a fun day in the city with my girls 🩷"""
general,"""timeless 🕊️"""
general,"""time has been accelerating for me lately, but creating space for quiet activities that spark childlike joy is my favourite way to decompress. \n\neven 15-20 minutes per day can be beneficial and gratifying!\n\nhas anyone else been experiencing an altered perception of time these days?"""
general,"""a stunning masterclass with the talented @maryphillips x @lorealparis ❤️\n\n#lorealparis"""
general,"""💋"""
general,"""which is your fave? 💜\n\n@ownyourelegance"""
general,"""forever my baby 🤍"""
general,"""ice cream or gelato? 🍨"""
general,"""today’s adventure ☀️"""
general,"""cool girl 🤍"""
general,"""🐈‍⬛"""
general,"""we ♡ shopping with @bambinifashion for my daughter’s clothes + shoes!! \n\nwhich outfit is your fave? 🫶🏽\n\nuse the code: karithe to save 33% \n\n#bambinifashion"""
general,"""Warm skin tone does not mean warm undertone!\n\nMy beautiful client @kirathelight shared: \n\n👉Due to my warm skin tone, I was always told that I have a warm undertone. \n\nI was trying warm makeup colors on me, like warm contouring, blush, and lipsticks in corals and oranges, and it always felt wrong. ❌\n\nI felt overly sick, washed out, and yellow. 🥹\n\nAt one point, I intuitively started leaning towards cool colors, and it felt much better. \n\nWhen I came to Julia, she reconfirmed that I have a cool undertone. ✔️\n\nI can’t be happier to know that I was right and that warm colors are not the best choice for me. ✨\n\n—\n👉So, my darlings, even with a warm skin tone, you can still have a cool undertone.\n\n#16seasonscoloranalysis #agilestyling #juliadobkine #ColorAnalysis\n#SelfColorAnalysis #ColorJourney\n#PersonalStyle #ColorAnalyst #ColorPalette #ColourPalette\n#PersonalColorAnalysis #PersonalStyle\n#ColorConsultant #ColorExpert\n#ColorJourney #ColorTheory\n#ColorCoordination #DiscoverYourColors #StyleTransformation #WardrobeRevamp\n#FashionInspiration #ExpressYourStyle\n#PersonalStylist"""
general,"""such a fun night 🖤"""
general,"""our drive-in theatre party with @funboy 🎥🎬🍿"""
general,"""beach day 🐚"""
general,"""what’s your favourite 90s song? 🎶 \n\nGirl’s Night Out was a blast last night!! It was so nostalgic watching the R&B queens perform my favourite songs last night 🥹 SWV, Xscape, Total, Mya and 702 — you ladies killed it!! ✨ I still remember my mom playing their mom everyday during our car rides 🤍"""
general,"""mamas deserved a night out!! 💕"""
general,"""Had the best time sharing these beautiful moments with my família yesterday!! 🤍"""
general,"""this hairstyle just hits different ✨"""
general,"""my baby girl turned 4 today 🥹❤️"""
general,"""8 hours later…"""
general,"""Falling deeper in love with my mother’s country 🇵🇹"""
general,"""Time for our 6 course meal 🍷🍛"""
general,"""waiting for the sunset 🌅"""
general,"""a day in the life 🇵🇹"""
general,"""my favourite black sand beach 🖤"""
general,"""One of the Seven Wonders of Portugal ✨"""
general,"""Exploring my grandmother’s hometown is a memory that will live with me forever ❤️🇵🇹"""
general,"""a lil pop of colour ❤️"""
general,"""we made it to the top and the view was glorious ⛪️"""
general,"""one of my highlights during the trip 🤍🦆"""
general,"""on the go ♥️"""
general,"""thank you for having me!! @maybelline 💋"""
general,"""Mama Addams 🥀🕸️"""
general,"""oh hi"""
general,"""There’s no place like home 🇯🇲✨"""
general,"""I’ve been taking a break from foundation but a good lip combo is my favourite way to elevate my look! 💋\n\n@tirtir_global @tirtir_official \n\n#tirtir #kbeauty #koreanskincare"""
general,"""I’ve been dealing with post-inflammatory erythema (p.i.e) for over a year and wasted my money on countless products that did nothing for my skin. If you’ve also been suffering with skin issues and haven’t seen any improvements, I encourage you to visit a professional skin specialist. My experience with Anya has been incredibly insightful and helped me reconnect with my body and spirit. Skin health can be treated externally, but it starts from within 🤍\n\nThe team at @royalyorkspa was kind enough to offer you all a discount with my promo code KIRA20 to save 20% off on treatments, products, memberships and gift cards!\n\nThe Custom— Fusion Facial:\n\nThe process began with a calming oil-based cleanser to prepare my skin for actives, followed by a water-based toner and gel exfoliant to protect and prep my barrier. Anya then applied a creamy, anti-inflammatory base enriched with retinol, glycolic, salicylic acid, and hyaluronic acid, followed by a soothing emulsion and facial steamer to address brightness and texture.\n\nShe even noticed my eyes looked off—a result of being sick for a month—and focused on healing them as well. This attention to detail was so thoughtful!\n\nExtractions came next, which were a little painful but totally worth it for clearing clogged pores, blackheads, and impurities. Anya used a high-frequency wand afterward to disinfect and promote healing, and she convinced me to invest in my own device for at-home care.\n\nThe highlight of the session was her relaxing scalp and lymphatic drainage massage with her custom jojoba-based cream infused with vitamin C, retinol, and salicylic actives. This melted away my tension and even radiated calm energy to my daughter, who was with me.\n\nTo finish, Anya used an ultrasonic cold therapy device to lock in moisture and gave me the most beautiful glow."""
general,"""travelled to hogwarts last night!\n🚂🏰🪄🦉📖✨"""
general,"""Reconnecting with my voice and calling to create healing music 🌊✨ \n\nPostpartum and grief were the driving forces that redirected me to sound therapy— the universal language. This practice has allowed me to navigate life through the fog and look inward for the answers I couldn’t find externally.. oh, have I tried. \nI hope any listener will be able to receive the love I infused in these sounds and carry whatever good they can from this meditation for their journey 🤍\n\n•\n•\n•\n•\n•\n\n#soundbath #soundtherapy #soundmeditation #soundbathhealing #soundhealer #soundhealing #soundhealers #soundhealersofinstagram \n#crystalsingingbowls #vibrationalhealing"""
general,"""sparkly sounds in the woods ✨"""
general,"""this video will always bring tears to my eyes 💚🧚🏼✨"""
general,"""I invite you to stop for a moment and call light to yourself 🧝🏽‍♀️🌳✨"""
general,"""Sometimes I like to pretend I’m a ballerina and release my energy through feminine body movement! 🩰✨\n\nAlso— As you can see, my daughter loves creating hand art on our mirror haha 🤍"""
general,"""There will always be countless versions of you that exist in the minds of others, including the way we view ourselves sometimes. Trust what feels natural for you, regardless of who tries to limit your potential. Creating with pure love and intentions always lead to freedom 🕊️\n\n•\n•\n•\n•\n•\n\n#soundbath #soundtherapy #soundmeditation #soundbathhealing #soundhealer #soundhealing #soundhealers #soundhealersofinstagram \n#crystalsingingbowls #vibrationalhealing"""
general,"""“cmon vengence, let’s get into some trouble” 🐈‍⬛🌃"""
general,"""When I first purchased my crystal singing bowls, I was worried they wouldn’t be able to stand the test of time with my toddler running around the house. She’s always so curious to play with them so I’ve been learning to release my fear and trust that she will be mindful. If we don’t grant a child or person the chance to grow from an opportunity, we are potentially blocking them from learning that lesson. Its a process, but I’m now trying to hold back when I feel the urge to remind her to be careful so she won’t instil that fear and feel safe to make mistakes. She has to build her own self-confidence and learn to believe in her abilities. It’s been nearly 2 years and I still haven’t felt the need to hide my bowls from her. As her mama, I’m so proud of her mindfulness and compassion towards our delicate healing instruments. Galaxi will gently walk up to them with her little mallet and sing along to each note while doing her cute fairy dance 🧚🏼\nShe hasn’t broken one and I will continue to have faith in her, regardless if she has any accidents or not— \nI know she will do her best.\n\nThank you for the life lesson, baby girl 🤍\n\n•\n•\n•\n•\n•\n\n#soundbath #soundtherapy #soundmeditation #soundbathhealing #soundhealer #soundhealing #soundhealers #soundhealersofinstagram \n#crystalsingingbowls #vibrationalhealing"""
general,"""It’s been months since my sacred space has been under construction but I’m learning to release the guilt of needing my own personal space throughout the day—as a mom, as a projector, as a human being.\nTo be fully present and to share our energy with others, it’s vital for us to take the time to recharge our minds and bodies before we reach our limit—\nI’ve been learning the hard way 😅\nMy altar is still a work in progress but I am so grateful to have a space where I feel inspired to refuel and express myself through my passions! 🥰🙏🏽✨\n\n#soundbath #soundtherapy #soundmeditation #soundbathhealing #soundhealer #soundhealing #soundhealers #soundhealersofinstagram \n#crystalsingingbowls #vibrationalhealing"""
general,"""I am ready for new mistakes. \nI am ready for positive results.\nBeing open to new experiences teaches us humility and introduces us to hidden parts of ourselves. Regardless of the many outcomes, I’m grateful to take a chance and unlock my potential. \nYou’re not alone. \nThere’s a whole tribe beside you if you know where to look ✨"""
general,"""Since entering the space of sound healing, I’ve been able to connect with so many women who are on a mission to spread love and wisdom on our planet through raising vibration and frequency. It’s been allowing me to open up and heal the sister wound so many of us have faced. There’s endless beauty in community and being around other artists who feel lit up by their craft and prioritize wellness. We can expand our human existence by empowering each other through sharing our knowledge and stories so we all can flourish! \nIt’s time to remember our roots and trust our higher purpose as sacred womben. We will not silence each other, \nwe will raise our voices! ✨\n\n•\n•\n•\n•\n•\n\n#soundbath #soundtherapy #soundmeditation #soundbathhealing #soundhealer #soundhealing #soundhealers #soundhealersofinstagram \n#crystalsingingbowls #vibrationalhealing #sacredwoman #divinefeminine"""
general,"""I know most of my audience originally \nfollowed me for the pictures I used to post in my 20s— endless selfies. Although I still love dressing up and celebrating beauty in its many art forms, growth continues to expand my perspective and leads me to new places. As time goes on, I find myself taking less glimpses in the mirror and using that energy to ironically, \nself-reflect 🪞✨\n\nI had nothing to do with the way I look so it often feels strange to emphasize something that isn’t really me. It’s been a learning process but I truly believe that “mirror-fasting” invites us to dive even deeper and see our naked truths within.\n\nIf you’re still on this journey with me, I appreciate and love you 🤍"""
general,"""I’ve been connecting to the lower notes lately. \nWhen I first discovered binaural beats a decade ago, fear prevented me from exploring these deeper tones. It took a lot of time and courage to decondition my brain and allow these grounding sounds to guide me through this path of healing. Positivity and light is shiny and beautiful, but there is also so much beauty and love in darkness. \nThe moon is a strong example 🌒\n\nTrauma and repressed emotions can be stored within our bodies—we face them especially during triggering moments. \nOne day you could be bursting with love and enthusiasm, and the next you’re questioning where it all went. Healing is like a spiral 🌀 cycle after cycle, we expand and grow with time. Balancing these polarities of life has been my saving grace 🖤🤍\n\nThis sound bath was created with the intention of fearlessly sharing our truths. The crystal and Tibetan bowls used were in the note G, which represents our throat chakra (clarity, resonance and creativity).\nThis song is love letter to those who have been doubting their skills and abilities. To those who are afraid to take that leap of faith. \nYou are safe, and I hope these frequencies could be a gentle reminder ✨\n\n•\n•\n•\n•\n•\n\n#soundbath #soundtherapy #soundmeditation #soundbathhealing #soundhealer #soundhealing #soundhealers #soundhealersofinstagram \n#crystalsingingbowls #vibrationalhealing"""
general,"""The beautiful irony of silence being my sacred portal to create sound 🎶✨"""
general,"""Made of the materials that come directly from the nature, Kayame dresses bring a sense of fashion that is in touch with Mother Earth. They appeal to your wild and #devinefeminine side. \nAll the looks are comfortable, natural and absolutely organic, hand made and hand dyed with love and care for people and planet. Made with your personal measurements for the most comfortable fit! \nFor more goddess looks, link in bio✨\n\n#wildwomansisterhood #ethicalfashion #resortwear #ethicalfashionbrand #naturalfashion #bohemianstyle #goddessvibes #bohochic #ethicalfashionbrand #sacredcrafts #unitedwithnature #sustainableclothing #femininerising #goddespower #sacredsisterhood #embraceyourmagic"""
general,"""The beautiful and ethereal visions by @yanasaintlevie are one of my favourite portals to visit while I’m creating my sounds ✨ \n\nThis image is from her Salt Water Spirit oracle deck 🐚"""
general,"""For a while I was having trouble recalling my dreams all of a sudden. The visuals after waking up were either too cloudy or nonexistent. It could be from being a busy mama, but since I started creating more time for stillness throughout my day I’ve noticed my dreams becoming more vivid each night. \nI’m so happy I could cryyyy 🥹🙏🏽 \n\nTaking the time to slow down and listen to ourselves could help us channel the messages and symbols that guide us through this journey ✨\n\nWho else was or is feeling stuck? \nThese quiet moments give us opportunities to heal what’s buried deep within us — \nboth consciously or subconsciously. \nKeep pushing! 🤍\n\n•\n•\n•\n•\n•\n\n#soundbath #soundtherapy #soundmeditation #soundbathhealing #soundhealer #soundhealing #soundhealers #soundhealersofinstagram \n#crystalsingingbowls #vibrationalhealing"""
general,"""2022 was a year of abundance!! 🙏🏽✨"""
general,"""I still dream of visiting Rivendell + Lothlórien 🧝🏽‍♀️✨\n\n(I wish these were my real ears lol)\n\n#folklore #elven #fairylore #elflore #fantasy #thelordoftherings #elfcosplay #ethereal #rivendell #lothlorien #faecore"""
general,"""It can sometimes take a while to manifest a goal we may believe we are ready for. Time gives us room to evolve and infuses our journey with the wisdom needed so we can fully receive. Trust the power of Divine Timing ✨\n\nI’m learning to not resist to the blessings that are being called to flow through me and welcoming the spiritual tools that could amplify my gifts and visions. When our candle is lit, we have the power to spread that light to others 🕯️ \nHone into your magic and witness your blockages clearing.\n\nToday is a powerful day to manifest your deepest dreams and visions. Stay open to the infinite possibilities! 🤍"""
general,"""Snowy winters are really gorgeous and I’ve been learning to embrace this season, but I’ve been longing for the sun and ocean 🥹 \nI had to post a little throwback on my favorite island 🇯🇲\n\nWhat’s your favourite season? ❄️🌷🌞🍂"""
general,"""I had to repost this sweet video 🤍\n\nToday I had to remind myself that although my tasks may be 10 x harder to achieve these days, my baby girl’s love amplifies my visions. As cloudy as life may seem at times, she gives me clarity and purpose. I’m so honoured to be her mama 🥹"""
general,"""I can’t afford to sit down for 11 hours to do this hairstyle again so here’s a throwback pic ♡"""
general,"""missing the water + sun elements ♡"""
general,"""mama + daughter pottery date 🎨"""
general,"""she’s a mommy, but don’t get it twisted 😊"""
general,"""Happy birthday to my love ❤️ \nThe man who has always been there for me and continues to expand my heart and life in beautiful ways. Galaxi and I love you so much! 🤗"""
general,"""I’ll make a few mistakes being your mom, but as long as I can inspire you to love your truth, express yourself both freely + creatively, feel safe to say ‘no’, and trust your innate callings— \nI am at peace 🤍"""
general,"""the other night 🤎"""
general,"""this was a beautiful day ♡\n\n#familyfirst"""
general,"""non-gmo 🥥🌴"""
general,"""family is everything 🤍"""
general,"""For years, I have been feeling called to finally visit my mother’s country— Portugal. \nI knew it would happen someday but I kept the idea as a desire.. I have a bad habit of doing that sometimes. \n\nThe stars felt aligned when the opportunity to connect with my Healy frequency sisters on a transformative retreat 𝘪𝘯 my ‘mother’land arrived. \nMy initial response was a ‘hell yes’ but my fear said ‘girl bye’ 😂\n\nI was so close to cancelling my trip a few times but I decided to trust the wisdom of my body and fully lean into my ‘yes’. I booked my flight just a couple days before my departure and was TERRIFIED ya’ll.\nThe fear of the unknown. \nThe fear of leaving my daughter. \nThe fear of making a selfish mistake.\nSaying yes to this experience has unlocked a portal within me that I never knew existed. \nA portal that w̶a̶n̶t̶e̶d̶ needed to be seen. \n\nOn a quantum level, there are infinite versions of ourselves and realities that exist. We get to choose which version we want to access + channel through embodiment. It all begins with a clear ‘yes’. \n\nI am saying yes to sisterhood.\nI am saying yes to transmutation.\nI am saying yes to financial freedom.\nI am saying yes to shifting old paradigms.\n\nWhich part of yourself will you awaken today? 🤍\n\nAlso— a big shoutout to the love of my life for holding it down while I was away and giving me the space to blossom. Your encouragement is deeply appreciated🥹🌸 @webbzta"""
general,"""“In order to forge yourself as a leader, you get to go through the fire. That fires allows anything that is not you, \nnot your truth, \nnot your power, \nnot your essence, \nnot your medicine \nto burn away.” — @blissmother"""
general,"""my heart is so full 🤍"""
general,"""Freeing yourself from any box or expectation of how you should show up feels sooo damn good 🕊️ \n\nThere are so many different layers of us that deserve the light too ✨"""
general,"""This is my meaning of life 🥹\n\nLove your people hard and protect their hearts. \nLife is fragile, so remember to cherish every single moment 🤍"""
general,"""I hope you choose to be gentle with yourself today 🫶🏽"""
general,"""What is something you wish you could tell your 18 year old self?"""
